Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
IrrEvap_mm_pu	295	Unsustainable water fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_ps	296	Snowment fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_pg	297	Glacial Melt fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_pgi	298	Glacial Ice Melt fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_pgn	299	Glacial Non-Ice Melt fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_pr	300	Rainwater fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercRice_mm_pu	301	Unsustainable water fraction in Irr Percolation, Rice (p)	Irr Percolation, Rice	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_ps	302	Snowment fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pg	303	Glacial Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pgi	304	Glacial Ice Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pgn	305	Glacial Non-Ice Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pr	306	Rainwater fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pu	307	Unsustainable water fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pr	258	Rainwater fraction in etIrrCrops (p)	ET irr crop, part rainwater	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pg	259	Glacier melt fraction in etIrrCrops (p), no glacier meltwater separation	ET irr crop, part glacier runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pgi	260	Glacial Ice Melt Fraction in etIrrCrops (p)	ET irr crop, part glacier ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pgn	261	Glacial non-Ice Melt Fraction in etIrrCrops (p)	ET irr crop, part glacier npn-ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_ps	262	Snowment Fraction in etIrrCrops (p)	ET irr crop, part snowmelt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pu	263	Unsustainable water in ET from irr crops, mm	ET irr crop, part unsustainable	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_pg	259	Glacier melt fraction in domUseEvap (p), no glacier meltwater separation	ET dom use, part glacier runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_pgi	260	Glacial Ice Melt Fraction in domUseEvap (p)	ET dom use, part glacier ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_pgn	261	Glacial non-Ice Melt Fraction in domUseEvap (p)	ET dom use, part glacier npn-ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_pr	262	Rainwater Fraction in domUseEvap (p)	ET dom use, part rainwater	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_ps	263	Snowment Fraction in domUseEvap (p)	ET dom use, part snowmelt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
domUseEvap_mm_pu	264	Unsustainable water in domUseEvap (p)	ET dom use, part unsustainable	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_pg	259	Glacier melt fraction in indUseEvap (p), no glacier meltwater separation	ET ind use, part glacier runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_pgi	260	Glacial Ice Melt Fraction in indUseEvap (p)	ET ind use, part glacier ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_pgn	261	Glacial non-Ice Melt Fraction in indUseEvap (p)	ET ind use, part glacier npn-ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_pr	262	Rainwater Fraction in indUseEvap (p)	ET ind use, part rainwater	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_ps	263	Snowment Fraction in indUseEvap (p)	ET ind use, part snowmelt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
indUseEvap_mm_pu	264	Unsustainable water in indUseEvap (p)	ET ind use, part unsustainable	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_pg	259	Glacier melt fraction in stkUseEvap (p), no glacier meltwater separation	ET stk use, part glacier runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_pgi	260	Glacial Ice Melt Fraction in stkUseEvap (p)	ET stk use, part glacier ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_pgn	261	Glacial non-Ice Melt Fraction in stkUseEvap (p)	ET stk use, part glacier npn-ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_pr	262	Rainwater Fraction in stkUseEvap (p)	ET stk use, part rainwater	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_ps	263	Snowment Fraction in stkUseEvap (p)	ET stk use, part snowmelt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseEvap_mm_pu	264	Unsustainable water in stkUseEvap (p)	ET stk use, part unsustainable	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_pst	265	Pristine water fraction in runoff	Runoff	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_irr	266	Irrigation return fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_use	267	Dom/Ind/Stk return fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_rlt	268	Relict water fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pst	269	Pristine water fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr	270	Irrigation return fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr_1	271	Irrigation return fraction in discharge (1cycl)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr_2	272	Irrigation return fraction in discharge (2cycl)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr_3	273	Irrigation return fraction in discharge (3cycl)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr_4	274	Irrigation return fraction in discharge (4cycl)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_use	275	Dom/Ind/Stk return fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_rlt	276	Relict water fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pst	277	Pristine water fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_irr	278	Irrigation return fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_use	279	Dom/Ind/Stk return fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_rlt	280	Relict water fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_twt	281	Water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
baseflow_twt	282	Baseflow water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
dischMsk	283	Water from _NAME_ (ID= _ID_) in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffMsk	284	Water from _NAME_ (ID= _ID_) in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWtMsk	285	Water from _NAME_ (ID= _ID_) in shallow groundwater	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
DIN_Land_Load	286	Dissolved Inorganic Nitrogen loading from land	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Input	287	Dissolved Inorganic Nitrogen WWTP input	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Removal	288	Dissolved Inorganic Nitrogen WWTP removal	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Load	289	Dissolved Inorganic Nitrogen WWTP load	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Load	290	Dissolved Inorganic Nitrogen total loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Sub_Load	291	Dissolved Inorganic Nitrogen [sub]urban loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Agr_Load	292	Dissolved Inorganic Nitrogen agricultural loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bf_Load	293	Dissolved Inorganic Nitrogen baseflow loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Ro_Load	294	Dissolved Inorganic Nitrogen loading from surface runoff pool drainage	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bp_Load	295	Dissolved Inorganic Nitrogen loading from surface runoff pool bypass	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bp_up_Load	296	Dissolved Inorganic Nitrogen loading from surface runoff pool bypass up area	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WL_Store	297	Dissolved Inorganic Nitrogen storage in wetland	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_SGW_Store	298	Dissolved Inorganic Nitrogen storage in shallow groundwater	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Pts_Store	299	Dissolved Inorganic Nitrogen transient storage via percolation	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_tSm_Store	300	Dissolved Inorganic Nitrogen temporary storage in SPASM pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Surf_Rem	301	Dissolved Inorganic Nitrogen Removal from surface runoff pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_grndWt_Rem	302	Dissolved Inorganic Nitrogen removal from shallow groundwater	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_intrModLag_Rem	303	Dissolved Inorganic Nitrogen removal from Inter-Model Lag Pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_DeepGW_Stor	304	Dissolved Inorganic Nitrogen storage in deep groundwater pools	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Denit	305	DIN denitrification in streamflow	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Conc_Rnff	306	Dissolved Inorganic Nitrogen in runoff	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Conc_Dsch	307	Dissolved Inorganic Nitrogen in discharge	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Conc_Cons	308	Conservative Inorganic Nitrogen in discharge	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Synth_Load	309	Flux of DIN as synthetic fertilizer from SWATN	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Perc_Load	310	Flux of DIN through soil percolation	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Vola_Flux	311	Flux of DIN volatilized from soil to atmosphere	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Uptk_Load	312	Flux of DIN taken up by plants	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Fix_Load	313	Flux of DIN fixed from atmosphere by plants	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DOC_Load	314	Flux of Dissolved Organic Carbon total loading	Dissolved Organic Carbon	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DOC_Miner	315	Flux of Dissolved Organic Carbon removal by mineralization	Dissolved Organic Carbon	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DOC_Conc_Rnff	316	Dissolved Organic Carbon in runoff	Dissolved Organic Carbon	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
