Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
IrrPercIneff_mm_pg	295	Glacial Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pgi	296	Glacial Ice Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pgn	297	Glacial Non-Ice Melt fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pr	298	Rainwater fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrPercIneff_mm_pu	299	Unsustainable water fraction in Irr Percolation, Inefficient (p)	Irr Percolation, Inefficient	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pr	258	Rainwater fraction in etIrrCrops (p)	ET irr crop, part rainwater	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pg	259	Glacier melt fraction in etIrrCrops (p), no glacier meltwater separation	ET irr crop, part glacier runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
etIrrCrops_mm_pgi	260	Glacial Ice Melt Fraction in etIrrCrops (p)	ET irr crop, part glacier ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:1		%.2f
etIrrCrops_mm_pgn	261	Glacial non-Ice Melt Fraction in etIrrCrops (p)	ET irr crop, part glacier npn-ice melt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:1		%.2f
etIrrCrops_mm_ps	262	Snowment Fraction in etIrrCrops (p)	ET irr crop, part snowmelt	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:1		%.2f
etIrrCrops_mm_pu	263	Unsustainable water in ET from irr crops, mm	ET irr crop, part unsustainable	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_pst	264	Pristine water fraction in runoff	Runoff	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_irr	265	Irrigation return fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_use	266	Dom/Ind/Stk return fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_rlt	267	Relict water fraction in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pst	268	Pristine water fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_irr	269	Irrigation return fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_use	270	Dom/Ind/Stk return fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_rlt	271	Relict water fraction in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pst	272	Pristine water fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_irr	273	Irrigation return fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_use	274	Dom/Ind/Stk return fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_rlt	275	Relict water fraction in grd water	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_twt	276	Water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
baseflow_twt	277	Baseflow water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
dischMsk	278	Water from _NAME_ (ID= _ID_) in discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffMsk	279	Water from _NAME_ (ID= _ID_) in runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWtMsk	280	Water from _NAME_ (ID= _ID_) in shallow groundwater	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
DIN_Land_Load	281	Dissolved Inorganic Nitrogen loading from land	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Input	282	Dissolved Inorganic Nitrogen WWTP input	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Removal	283	Dissolved Inorganic Nitrogen WWTP removal	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WWTP_Load	284	Dissolved Inorganic Nitrogen WWTP load	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Load	285	Dissolved Inorganic Nitrogen total loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Sub_Load	286	Dissolved Inorganic Nitrogen [sub]urban loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Agr_Load	287	Dissolved Inorganic Nitrogen agricultural loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bf_Load	288	Dissolved Inorganic Nitrogen baseflow loading	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Ro_Load	289	Dissolved Inorganic Nitrogen loading from surface runoff pool drainage	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bp_Load	290	Dissolved Inorganic Nitrogen loading from surface runoff pool bypass	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Bp_up_Load	291	Dissolved Inorganic Nitrogen loading from surface runoff pool bypass up area	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_WL_Store	292	Dissolved Inorganic Nitrogen storage in wetland	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_SGW_Store	293	Dissolved Inorganic Nitrogen storage in shallow groundwater	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Pts_Store	294	Dissolved Inorganic Nitrogen transient storage via percolation	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_tSm_Store	295	Dissolved Inorganic Nitrogen temporary storage in SPASM pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2','kg/km2','kg/km2']	['kg/km2','kg/km2','kg/km2']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Surf_Rem	296	Dissolved Inorganic Nitrogen Removal from surface runoff pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_grndWt_Rem	297	Dissolved Inorganic Nitrogen removal from shallow groundwater	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_intrModLag_Rem	293	Dissolved Inorganic Nitrogen removal from Inter-Model Lag Pool	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_DeepGW_Stor	294	Dissolved Inorganic Nitrogen storage in deep groundwater pools	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Denit	295	DIN denitrification in streamflow	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['kg/pixel/day','kg/pixel/day','kg/pixel/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Conc_Rnff	296	Dissolved Inorganic Nitrogen in runoff	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Conc_Dsch	297	Dissolved Inorganic Nitrogen in discharge	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Conc_Cons	298	Conservative Inorganic Nitrogen in discharge	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DIN_Synth_Load	299	Flux of DIN as synthetic fertilizer from SWATN	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Perc_Load	300	Flux of DIN through soil percolation	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Vola_Flux	301	Flux of DIN volatilized from soil to atmosphere	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Uptk_Load	302	Flux of DIN taken up by plants	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
DIN_Fix_Load	303	Flux of DIN fixed from atmosphere by plants	Dissolved Inorganic Nitrogen	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['kg/km2/day','kg/km2/day','kg/km2/day']	['kg/km2/day','kg/km2/day','kg/km2/day']	['', '', '']	5:0	noScale:noOffsite	%.1f
discharge_ggs	304	Glacial Seasonal Melt Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_ggl	305	Glacial Loss Melt Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_ggr	306	Glacial Rain Runoff Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
glCount	307	Glacier count	Count	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['unitless','unitless','unitless']	['unitless','unitless','unitless']	['', '', '']	5:0	noScale:noOffsite	%d
glVolume	308	Glacier Volume	Volume	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['km3', 'km3', 'km3']	['km3', 'km3', 'km3']	['', '', '']	5:0	noScale:noOffsite	%.3f
glArea	309	Glacier Area	Area	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['km2', 'km2', 'km2']	['km2', 'km2', 'km2']	['', '', '']	5:0	noScale:noOffsite	%.2f
glSnow	310	Glacier Snow precipitation	Snow	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glPrecip	311	Glacier Precipitation	Precipitation	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glRefreezing	312	Glacier Refreezing	Refreezing	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glMelt	313	Glacier Melt	Melt	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glMelt	314	Glacier melt runoff in m3/sec	Discharge	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.2f
glVolume	315	Glacier water storage	Volume	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mm', 'mm', 'mm']	['mm', 'mm', 'mm']	['', '', '']	5:0	log:zero	%.3f
glArea	316	Glacier area fraction	Fraction	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0	log:zero	%.3f
lawnIrrHWC	317	Lawn Irrigation from Home Water Capture (HWC)	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
lawnIrrAlt	318	Lawn Irrigation from non-HWC Sources	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
lawnIrrTotal	319	Lawn Irrigation Total	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
hwcResRefill	320	Home Water Capture (HWC) Refill	HWC Refill	['Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log']	['m3/day', 'm3/day', 'm3/day']	['m3/day', 'm3/day', 'm3/day']	['', '', '']	5:0	log:zero	%.0f
hwcResRefillFr	321	Home Water Capture (HWC) Refill Fraction	HWC Refill Fraction	['DarkBlue(0:1)', 'DarkBlue(0:1)', 'DarkBlue(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.3f
hwcStorage	322	Home Water Capture (HWC) Storage	HWC Storage	['Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log']	['m3/day', 'm3/day', 'm3/day']	['m3/day', 'm3/day', 'm3/day']	['', '', '']	5:0	log:zero	%.0f
hwcStorageFr	323	Home Water Capture (HWC) Storage Fraction	HWC Storage Fraction	['DarkBlue(0:1)', 'DarkBlue(0:1)', 'DarkBlue(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.3f
grndWater_twt	324	Ground Water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
cropArea	325	crop area	Crop Area	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['km2', 'km2', 'km2']	['km2', 'km2', 'km2']	['', '', '']	5:0		%.3f
irrEqpArea	326	irrEqpArea	Irr Eqipped Area	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['km2', 'km2', 'km2']	['km2', 'km2', 'km2']	['', '', '']	5:0		%.3f
Wheat_1_irrigation	327	Wheat_1_irrigation	Wheat_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_2_irrigation	328	Wheat_2_irrigation	Wheat_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_1_irrigation	329	Maize_1_irrigation	Maize_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_2_irrigation	330	Maize_2_irrigation	Maize_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_1_irrigation	331	Rice_1_irrigation	Rice_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_2_irrigation	332	Rice_2_irrigation	Rice_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_3_irrigation	333	Rice_3_irrigation	Rice_3_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_1_irrigation	334	Barley_1_irrigation	Barley_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rye_1_irrigation	335	Rye_1_irrigation	Rye_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rye_2_irrigation	336	Rye_2_irrigation	Rye_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_1_irrigation	337	Millet_1_irrigation	Millet_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_1_irrigation	338	Sorghum_1_irrigation	Sorghum_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_2_irrigation	339	Sorghum_2_irrigation	Sorghum_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybeans_1_irrigation	340	Soybeans_1_irrigation	Soybeans_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
